Glosse	Nr	Stichwörter	Bedeutungen	Einheit	Untereinheit	BS	BE	LU	SG	ZH	Movie	Stufe
8960	böse_2	böse, böswillig, bösartig, boshaft	(Adj.) böse, böswillig, bösartig, boshaft$z.B.$- etwas mit/in böser Absicht machen$- bösartige Krankheit			•			Charakter, Adj._Adv.	1	c	3
2720	Bosnien	Bosnien	(N., Name) Bosnien (Land)	•	•	•	•	•	Geografie, Name, Nomen	4	d	3
5857	Bosnien_int	Bosnien	(N., Name) Bosnien (internationale Gebärde)	•	•	•	•	•	Geografie, Name, Nomen	4	d	3
5109	braten	braten, anbraten	(V.) braten, anbraten$z.B. Fleisch, Gemüse im Fett braten, anbraten	•	•	•	•	•	Essen, Verb	4	c	3
5107	brav	brav, lieb	(Adj.) brav, lieb (Art, Eigenschaft Mensch, vor allem Kind)$z.B. Du bist brav!	•	•	•	•	•	Charakter, Adj._Adv.	1	c	3
3835	Briefmarke	Briefmarke, Frankatur, Postmarke, frankieren	(N.) Briefmarke, Frankatur, Postmarke(V.) frankieren, Briefmarke anbringen, aufkleben	•	•	•	•	•	Büro, Nomen, Verb	3	c	3
959	Brille	Brille	(N.) Brille$Formvariante: Handform = mit ausgestreckte 3.4. und 5. Finger)$oft kombiniert: die Sonnenbrille = SONNE+BRILLE	•	•	•	•	•	Kleider, Nomen	1	a	3
3450	Broccoli	Broccoli	(N.) Broccoli	•	•	•	•	•	Essen, Nomen	2	b	3
5932	Brugg	Brugg	(N., Name) Brugg	•	•	•	•	•	Geografie, Name, Nomen	3	a	3
2861	Büchse	Büchse, Dose, Konservendose, Konserve	(N.) Büchse, Dose, Konservendose, Konserve	•	•	•	•	•	Essen, Haushalt, Nomen	2	b	3
287	bunt_1	bunt, farbig	(Adj.) bunt, farbig (Kleider)	•	•	•		•	Kleider, Adj._Adv.	1	b	3
8679	bunt_2	bunt, farbig	(Adj.) bunt, farbig (Kleider)				•		Kleider, Adj._Adv.	1	b	3
9086	Büroklammer	Büroklammer, Klammer	(N.) Büroklammer, Klammer	•	•	•	•	•	Büro, Nomen	2	b	3
5048	Butter	Butter	(N.) Butter	•	•	•	•	•	Essen, Nomen	4	c	3
3845	CD-Rom	CD-Rom, brennen	(N.) CD-Rom$(V.) brennen (CD)$Formvariante: nur 2. Teil	•	•	•	•	•	Medien, Nomen, Verb	2	b	3
223	Chaos	Chaos, Unordnung, Durcheinander, Puff, Uneinigkeit	(N.) Chaos, Unordnung, Durcheinander, Puff, Uneinigkeit$z.B. Weil die Bahnstrecke gesperrt war, entstand ein grosses Chaos.$z.B. innerhalb der Gruppe gibt es ein grosses Problem, herrscht Uneinigkeit, keine gute Zusammenarbeit$z.B. er hat in seinem Zimmer ein Puff, ein grosses Durcheinander, keine Ordnung	•	•	•	•	•	Charakter, Nomen	3	a	3
3846	Charakter	Charakter, Eigenart	(N.) Charakter, Eigenart (Mensch, Tier)	•	•	•	•	•	Charakter, Nomen	1	c	3
5867	Charlie_Chaplin	Charlie Chaplin	(N., Name) Charlie Chaplin	•	•	•	•	•	Medien, Name, Nomen	3	c	3
8557	Chauffeur	Chauffeur, Carchauffeur, Lastwagenchauffeur, Carfahrer, Lastwagenfahrer	(N.) Chauffeur (je nach Kontext: Carchauffeur, Lastwagenchauffeur, Carfahrer, Lastwagenfahrer)	•	•	•	•	•	Nomen	3	a	3
74	Chef	Chef, Vorgesetzter	(N.) Chef, Vorgesetzter	•	•	•	•	•	Büro, Nomen	4	a	3
2051	dabei	dabei, beteiligt, anwesend	(Adv.) dabei sein, anwesend, beteiligt	•	•	•	•	•	Adj._Adv.	3	a	3
7220	Dänemark_int	Dänemark	(N., Name) Dänemark (Land) (auch internationale Gebärde)	•	•	•	•	•	Geografie, Name, Nomen	4	d	3
3884	Deo	Deo, Deodorant	(N.) Deo, Deodorant (für Körperpflege)	•	•	•	•	•	Pflege, Nomen	2	c	3
8047	Dessert_1	Dessert, Nachtisch, Süssspeise	(N.) Dessert, Nachtisch, Süssspeise	•	•		•	•	Essen, Nomen	3	b	3
8046	Dessert_2	Dessert, Nachtisch, Süssspeise	(N.) Dessert, Nachtisch, Süssspeise			•			Essen, Nomen	3	b	3
3886	Deutsche_Mark	Deutsche Mark	(N.) Deutsche Mark (ehemalige deutsche Währung)	•	•	•	•	•	Geld, Nomen	2	a	3
3887	Dia	Dia	(N.) Dia	•	•	•	•	•	Medien, Nomen	3	c	3
2828	dick	dick	(Adj.) dick (Gegenstände, Form-Artbeschreibung)	•	•	•	•	•	Adj._Adv.	1	b	3
2678	dickhäutig	dickhäutig	(Adj.) dickhäutig sein, eine dicke Haut haben$(Adj.) dickhäutig (Charakter: nicht so leicht zu beeindrucken, seelisch aus dem Gleichgewicht zu bringen.)	•	•	•	•	•	Charakter, Adj._Adv.	1	c	3
5919	digital	digital	(Adj.) digital	•	•	•	•	•	Medien, Adj._Adv.	3	d	3
3892	direkt	direkt, gerade, unmissverständlich, unverblümt	(Adj.) direkt, gerade, ohne Umweg, unmissverständlich, unverblümt	•	•	•	•	•	Charakter, Adj._Adv.	1	c	3
8267	doof	doof, blöd, einfältig, beschränkt, dumm	(Adj.) doof, blöd, einfältig, beschränkt, dumm$z.B. Person, Gegenstand, Sache	•	•	•	•	•	Charakter, Adj._Adv.	1	c	3
6260	Druck	Druck, Zwang, zwingen	(N.) Druck, Zwang$z.B. Psychischer Druck, Zeitdruck, mechanischer Druck$(V.) unter Druck setzen, Druck ausüben, zwingen$(Adj.) in Bedrängnis sein (psychisch) (s. Video)$Hinweis: Wird der DRUCK auf jmd. ausgeübt, wird die Gebärde in Richtung dieser Person oder Index im Gebärdenraum ausgeführt.	•	•	•	•	•	Büro, Adj._Adv., Nomen, Verb	3	b	3
305	drucken	drucken, vervielfältigen, bedrucken, Druck, Druckerei, Drucker	(V.) drucken, vervielfältigen, bedrucken$(N.) Druck$(N.) Druckerei (Gebäude)$(N.) Drucker (Beruf)	•	•	•	•	•	Büro, Nomen, Verb	3	d	3
540	dumm_a	dumm, beschränkt, einfältig	(Adj.) dumm, beschränkt, einfältig, «nicht intelligent», «nicht gescheit», «nicht alle Tassen im Schrank haben», «nur Stroh im Kopf haben» (abwertend)	•	•	•	•	•	Charakter, Adj._Adv.	1	c	3
168	dumm_b	dumm, ungeschickt, falsch	(Adj.) dumm, falsch gemacht, ungeschickt$(N.) Dummheit$(Interjektion) als Ausruf, Bemerkung, Kommentar nach eigenen fehlerhaften Verhalten.$Formvariante: Handform = Faust	•	•	•	•	•	Charakter, Adj._Adv.	1	c	3
3708	dünn_b	dünn	(Adj.) dünn (flache Gegenstände)$z.B. Papier, Tuch, Buch, Kleider	•	•	•	•	•	Material, Adj._Adv.	1	b	3
7051	dünn_c	dünn, fein, dünnflüssig	(Adj.) dünn, fein (Material)$z.B. Stoff$(Adj.) dünn, dünnflüssig (Festigkeit)$z.B. Esswaren (Suppe, Brei, Kaffee)	•	•	•	•	•	Kleider, Material, Adj._Adv.	1	b	3
1140	Durcheinander_b	Durcheinander, Unordnung	(N.) Durcheinander, Unordnung$z.B. Wohnung, Kleider, Papier	•	•	•	•	•	Nomen	2	b	3
7057	dürfen	dürfen, erlaubt, zulassen, erlauben	(V._Modal) dürfen, erlaubt	•	•	•	•	•	Verb	3	c	3
453	echt	echt, authentisch	(Adj.) echt, authentisch$z.B. Perlen, Gold, antikes Möbel	•	•	•	•	•	Material, Adj._Adv.	3	d	3
5938	Eckzahn	Eckzahn	(N.) Eckzahn	•	•	•	•	•	Körper, Nomen	4	b	3
542	egoistisch	egoistisch, selbstgefällig, ichbezogen	(Adj.) egoistisch, selbstgefällig, ichbezogener Mensch	•	•	•	•	•	Charakter, Adj._Adv.	1	c	3
430	ehrlich	ehrlich, aufrichtig, wahrheitsgetreu	(Adj.) ehrlich, aufrichtig, wahrheitsgetreu	•	•	•	•	•	Charakter, Adj._Adv.	1	c	3
5030	Ei_1	Ei	(N.) Ei$z.B. Hühnerei, Vogelei, Schlangenei (je nach Kontext oder Kombination)	•	•		•	•	Essen, Nomen	3	b	3
6742	Ei_2	Ei	(N.) Ei$z.B.Hühnerei, Vogelei, Schlangenei (je nach Kontext oder Kombination)			•			Essen, Nomen	3	b	3
2453	Eichhörnchen_1	Eichhörnchen	(N.) Eichhörnchen	•	•	•		•	Nomen	4	a	3
5972	Eichhörnchen_2	Eichhörnchen	(N.) Eichhörnchen	•			•		Tier, Nomen	4	a	3
2459	Eichhörnchen_3	Eichhörnchen	(N.) Eichhörnchen					•	Tier, Nomen	4	a	3
545	Eindruck	Eindruck, eindrücklich, Impression, auffallend, aussergewöhnlich, scharf	(N.) Eindruck, Impression$(Adj.) eindrücklich, auffallend, aussergewöhnlich, scharf (Foto)	•	•	•	•	•	Adj._Adv., Nomen	1	a	3
5882	Einheit	Einheit	(N.) Einheit	•	•	•	•	•	Nomen	2	d	3
2882	einmal	einmal	(Adv.) einmal (zeitlich)	•	•	•	•	•	Tier, Zeit, Adj._Adv.	4	c	3
8307	einsteigen	einsteigen, hineinsetzen	(V.) einsteigen, sich hineinsetzen (Fahrzeug)$z.B. Auto, Zug, Tram, Bus, Schiff	•	•	•	•	•	Reisen, Verb	3	a	3
5878	eintippen	eintippen, tippen	(V.) eintippen, tippen(z.B. Bankcode eingeben, Kasse)	•	•	•	•	•	Büro, Einkaufen, Geld, Verb	2	a	3
8526	eintreten	eintreten, betreten, hineinkommen, hineingehen, einsteigen	(V.) eintreten, betreten, hineinkommen, hineingehen (Raum)$z.B. in Wohnung, Kino, Büro, Gebäude, Raum etc.$(V.) eintreten, einsteigen (in eine Ausbildung)	•	•	•	•	•	Verb	2	a	3
3900	einzig	einzig, alleinig	(Adj.) einzig, alleinig$(N.) Einziger, Alleinige	•	•	•	•	•	Adj._Adv., Nomen	1	d	3
1128	elastisch	elastisch, dehnbar	(Adj.) elastisch, dehnbar (Material, Stoff)	•	•	•	•	•	Kleider, Material, Adj._Adv.	1	b	3
4150	Elefant	Elefant	(N.) Elefant (Säugetier)	•	•	•	•	•	Tier, Nomen	1	c	3
994	elegant	elegant, geschmackvoll, vornehm, schick, nobel	(Adj.) elegant, geschmackvoll, vornehm, schick, nobel$z.B. Kleider, Wohnung, Restaurant	•	•	•	•	•	Kleider, Adj._Adv.	1	b	3
2884	Elternabend	Elternabend	(N.) Elternabend	•	•	•	•	•	Schule, Nomen	3	d	3
510	empfindlich	empfindlich, sensibel, heikel, delikat	(Adj.) empfindlich, sensibel, heikel, delikat$z.B.$- Personen, Tiere, Pflanzen$- hochsensible Geräte, die auf sehr feine Impulse reagieren	•	•	•	•	•	Charakter, Adj._Adv.	1	c	3
8209	Ende	Ende, Sackgasse, Strassenende	(N.) Ende einer Strasse, Sackgasse, Strassenende (Strassen)	•	•	•	•	•	Reisen, Nomen	2	c	3
5449	England	England, Grossbritannien	(N., Name) England, Grossbritannien (Land)	•	•	•	•	•	Geografie, Name, Nomen	4	d	3
5858	England_int	England	(N., Name) England (Land) (internationale Gebärde)	•	•	•	•	•	Geografie, Name, Nomen	4	d	3
7200	Ente_1	Ente	(N.) Ente (Vogelart)	•		•	•	•	Nomen	4	a	3
6728	Ente_2	Ente	(N.) Ente (Vogelart)		•				Nomen	4	a	3
5869	Entwicklung	Entwicklung, Prozess	(N.) Entwicklung, Prozess	•	•	•	•	•	Nomen	3	c	3
5893	erscheinen_a	erscheinen	(V.) erscheinen (Bild, Objekt auf dem Bildschirm)	•	•	•	•	•	Verb	2	d	3
5986	erscheinen_b	erscheinen, auftauchen	(V.) erscheinen, auftauchen	•	•	•	•	•	Verb	2	d	3
1099	Erster_August	Erster August	(N.) Erster August, 1.August (schweiz. Nationalfeiertag)	•	•	•	•	•	Feste, Nomen	3	b	3
6808	Esel_a_1	Esel	(N.) Esel (Tier)	•			•	•	Tier, Nomen	1	c	3
5969	Esel_a_2	Esel	(N.) Esel (Tier)	•	•	•	•		Tier, Nomen	1	c	3
1153	Esel_b	Esel, dumm	(N.) Esel, dumm wie ein Esel (z.B. «Jetzt habe ich so viel gearbeitet für nichts! Bin ich ein Esel!»)	•	•	•	•	•	Charakter, Nomen	1	c	3
2893	Essig	Essig	(N.) Essig	•	•	•	•	•	Essen, Nomen	4	c	3
5763	Estland_int	Estland	(N., Name) Estland (Land) (auch internationale Gebärde)	•	•	•	•	•	Geografie, Name, Nomen	4	d	3
2894	Etui_1	Etui, Schüleretui	(N.) Etui, Schüleretui	•	•	•	•	•	Schule, Nomen	2	b	3
5879	Etui_2	Etui, Schüleretui	(N.) Etui, Schüleretui	•	•	•	•	•	Schule, Nomen	2	b	3
5959	Euro	Euro	(N.) Euro	•	•	•	•	•	Geld, Nomen	2	a	3
1005	Europa	Europa, europäisch	(N., Name) Europa (Kontinent)$(Adj.) europäisch	•	•	•	•	•	Geografie, Name, Nomen	4	c	3
5859	Europa_int	Europa, EU	(N., Name) Europa, EU (internationale Gebärde)	•	•	•	•	•	Geografie, Name, Nomen	4	d	3
5920	exportieren	exportieren	(V.) exportieren	•	•	•	•	•	Medien, Verb	3	d	3
8588	Fach	Fach, Schulfach, Fachgebiet	(N.) Fach, Schulfach, Fachgebiet	•	•	•	•	•	Schule, Nomen	3	c	3
5939	Familientreff	Familientreff	(N.) Familientreff	•	•	•	•	•	Beziehung, Nomen	1	d	3
4669	färben	färben, einfärben, gefärbt	(V.) färben, einfärben (Kleider, Stoff)$(Adj.) gefärbt (Stoff)	•	•	•	•	•	Material, Adj._Adv., Verb	3	b	3
3472	Farbstift	Farbstift, Buntstift	(N.) Farbstift, Buntstift	•	•	•	•	•	Büro, Schule, Nomen	3	c	3
5883	Fasnacht_1	Fasnacht, Fasching, Fastnacht	(N.) Fasnacht, Fasching, Fastnacht					•	Feste, Nomen	3	b	3
2408	Fasnacht_2	Fasnacht, Fasching, Fastnacht	(N.) Fasnacht, Fasching, Fastnacht		•	•	•		Feste, Nomen	3	b	3
8230	Fasnacht_3	Fasnacht, Fasching, Fastnacht	(N.) Fasnacht, Fasching, Fastnacht	•					Feste, Nomen	3	b	3
8502	fehlen	fehlen	(V.) fehlen, «nicht vorhanden sein»$z.B. Person, Gegenstand	•	•	•	•	•	Beziehung, Verb	2	c	3
58	Feiertag	Feiertag, Festtag	(N.) Feiertag, Festtag	•	•	•	•	•	Feste, Nomen	3	b	3
436	fein_c	fein, zart, feinsinnig, feinfühlig	(Adj.) fein, zart, feinsinnig, feinfühlig (Material, Charakter)	•	•	•	•	•	Charakter, Kleider, Material, Adj._Adv.	1	b	3
4180	Feind	Feind, Gegner	(N.) Feind, Gegner	•	•	•	•	•	Charakter, Nomen	1	c	3
3925	Felsen_a	Fels, Felsen	(N.) Fels, Felsen	•	•	•	•	•	Geografie, Nomen	4	a	3
1859	Felsen_b	Felsen, Felsenwand	(N.) Felsen, Felsenwand	•	•	•	•	•	Geografie, Nomen	4	a	3
8118	Feuer	Feuer, Brand, Grossbrand	(N.) Feuer, Brand, Grossbrand$Kombinationen möglich$z.B.:$- 1.August-Feuer: ERSTE AUGUST FEUER$- Hausbrand: HAUS FEUER$- Waldbrand: WALD FEUER$- Autobrand: AUTO FEUER	•	•	•	•	•	Material, Nomen	4	d	3
5978	Filzstift	Filzstift, Faserstift	(N.) Filzstift, Faserstift$Formvariante: nur 2. Teil	•	•	•	•	•	Büro, Schule, Nomen	2	b	3
967	Finger	Finger	(N.) Finger (Körperteil)	•	•	•	•	•	Körper, Nomen	1	a	3
2904	Finken_1	Finken, Hausschuhe, Pantoffeln	(N.) Finken, Hausschuhe, Pantoffeln (offene Finken, zum reinschlüpfen)			•		•	Kleider, Nomen	1	b	3
1694	Finken_2	Finken, Hausschuhe, Pantoffeln	(N.) Finken, Hausschuhe, Pantoffeln (offene Finken, zum reinschlüpfen)	•	•	•	•		Kleider, Nomen	1	b	3
4112	Finnland_int	Finnland	(N., Name) Finnland (auch internationale Gebärde)	•	•	•	•	•	Geografie, Name, Nomen	4	d	3
910	flach	flach, gerade	(Adj.) flach, gerade$z.B. «flaches Haar», «glattes Haar», «gerades Haar»	•	•	•	•	•	Körper, Adj._Adv.	1	a	3
496	Flasche	Flasche	(N.) Flasche$Oft kombiniert:$z.B. GLAS-FLASCHE, PLASTIK-FLASCHE, WEIN-FLASCHE, BIER-FLASCHE	•	•	•	•	•	Essen, Haushalt, Nomen	2	b	3
9064	flexibel	flexibel	(Adj.) flexibel	•	•	•	•	•	Charakter, Adj._Adv.	4	b	3
442	flicken	flicken, reparieren	(V.) flicken, reparieren, Schaden beheben (Gerät)	•	•	•	•	•	Haushalt, Verb	2	c	3
935	Fliege	Fliege, Schlips	(N.) Fliege, Schlips (Kleidungsstück)	•	•	•	•	•	Kleider, Nomen	1	b	3
5835	Flohmarkt_1	Flohmarkt	(N.) Flohmarkt	•		•	•	•	Einkaufen, Nomen	2	b	3
6717	Flohmarkt_2	Flohmarkt	(N.) Flohmarkt		•				Einkaufen, Nomen	2	b	3
9099	Folie_a	Folie	(N.) Folie (allgem.)$z.B.$- für Nahrungsmittel, für den Hellraumprojektor	•	•	•	•	•	Büro, Nomen	2	b	3
8981	Folie_b	Folie	(N.) Folie für den Hellraumprojektor	•	•	•	•	•	Büro, Nomen	2	b	3
3938	formulieren	formulieren	(V.) formulieren	•	•	•	•	•	Medien, Verb	3	c	3
5231	forschen	forschen, untersuchen, Forschung	(V.) forschen, untersuchen, etwas auf den Grund gehen$(N.) Forschung (wissenschaftlich)	•	•	•	•	•	Nomen, Verb	2	d	3
3487	Fotoapparat	Fotoapparat, Kamera, Fotokamera	(N.) Fotoapparat, Kamera, Fotokamera	•	•	•	•	•	Medien, Nomen	4	a	3
844	fraglich	fraglich, Fragezeichen	(Adj.) fraglich, in Frage gestellt, nicht sicher$(N.) Fragezeichen	•	•	•	•	•	Adj._Adv., Nomen	2	d	3
5796	Franc	Franc	(N.) Franc (ehemalige franz. Währung)	•	•	•	•	•	Geld, Nomen	2	a	3
987	Franken	Franken, Franc	(N.) Franken, Franc (schweiz. Währung)	•	•	•	•	•	Geld, Nomen	2	a	3
271	frech	frech, vorlaut, ungehobelt, unverschämt	(Adj.) frech, vorlaut, ungehobelt, unverschämt	•	•	•	•	•	Charakter, Adj._Adv.	1	c	3
578	freundlich_1	freundlich, nett, sympathisch	(Adj.) freundlich, nett, sympathisch	•		•	•	•	Charakter, Adj._Adv.	1	c	3
560	freundlich_2	freundlich, nett, sympathisch	(Adj.) freundlich, nett, sympathisch		•				Charakter, Adj._Adv.	1	c	3
2398	frisch	frisch, neu	(Adj.) frisch, neu (Sachen)$z.B. frische Esswaren, neue frische Kleider$(Adv.) frisch, neu (zeitlich)$z.B. frisch gestrichen, das Baby frisch wickeln, frisch verheiratet sein, neu verliebt sein	•	•	•	•	•	Essen, Adj._Adv.	4	c	3
5900	Frühlingsferien_1	Frühlingsferien	(N.) Frühlingsferien	•		•	•	•	Reisen, Nomen	3	d	3
6723	Frühlingsferien_2	Frühlingsferien	(N.) Frühlingsferien		•				Reisen, Nomen	3	d	3
7196	Fuchs	Fuchs	(N.) Fuchs (Tier)	•	•	•	•	•	Tier, Nomen	4	a	3
3484	füllen_a	füllen, auffüllen, einfüllen, einschenken	(V.) füllen, auffüllen, einfüllen, einschenken (Flussigkeit)	•	•	•	•	•	Verb	4	c	3
5906	füllen_b	füllen, einfüllen	(V.) füllen, einfüllen (Objekte, z.B.eine Füllung)	•	•	•	•	•	Verb	4	c	3
480	Fuss_1	Fuss	(N.) Fuss (Körperteil des Menschen)			•		•	Körper, Nomen	1	a	3
3063	Fuss_2	Fuss	(N.) Fuss (Körperteil des Menschen)			•	•		Körper, Nomen	1	a	3
6736	Fuss_3	Fuss	(N.) Fuss (Körperteil des Menschen)	•	•				Körper, Nomen	1	a	3
9090	ganz	ganz, vollständig, unversehrt	(Adj.) ganz, vollständig, unversehrt	•	•	•	•	•	Adj._Adv.	3	c	3
745	geboren	geboren, gebären, Geburt	(V.) geboren, gebären, auf die Welt kommen/bringe$(N.) Geburt$Kombination: Geburtsdatum = WANN GEBOREN?	•	•	•	•	•	Beziehung, Nomen, Verb	1	d	3
114	Geduld	Geduld, geduldig, gedulden	(N.) Geduld$(Adj.) geduldig$(V.) sich gedulden(Befehl) Sei geduldig! Hab Geduld!	•	•	•	•	•	Charakter, Adj._Adv., Nomen, Verb	1	c	3
8262	Gefühl	Gefühl	(N.) Gefühl (instinktiv oder mit dem Tastsinn)	•	•	•	•	•	Nomen	2	b	3
6334	geifern	geifern, Speichel, Mundwasser	(V.) geifern, Speichel aus dem Mund fliessen lassen$(N.) Speichel, Mundwasser	•	•	•	•	•	Essen, Körper, Nomen, Verb	4	a	3
5143	geizig	geizig, habgierig	(Adj.) geizig, habgierig	•	•	•	•	•	Charakter, Adj._Adv.	1	c	3
5890	Gel	Gel	(N.) Gel$Formvariante: reduziert auf 2. Teil	•	•	•	•	•	Pflege, Nomen	3	c	3
8326	gelbe_Streifen	Zebrastreifen, Fussgängerstreifen	(N.) Zebrastreifen, gelbe Streifen, Fussgängerstreifen (Strassenübergang für Fussgänger)	•	•	•	•	•	Nomen	3	a	3
3083	Gen	Gen, Erbfaktor	(N.) Gen, Erbfaktor	•	•	•	•	•	Körper, Medizin, Nomen	1	d	3
3968	Geografie	Geografie	(N.) Geografie	•	•	•	•	•	Geografie, Schule, Nomen	3	d	3
3969	Geometrie	Geometrie	(N.) Geometrie	•	•	•	•	•	Schule, Nomen	3	c	3
132	gerade_b	gerade, soeben	(Adv.) gerade, gerade eben, soeben, in diesem Moment (zeitlich)	•	•	•	•	•	Zeit, Adj._Adv.	3	a	3
4212	geschafft	geschafft, erreicht	(Adj.) geschafft, erreicht$z.B. endlich etwas geschafft haben$(V.) schaffen, erreichen	•	•	•	•	•	Adj._Adv.	3	d	3
92	Geschäft_a	Geschäft, Handel	(N.) Geschäft, Handel (wirtschaftliches Unternehmen)	•	•	•	•	•	Büro, Einkaufen, Nomen	2	a	3
798	Geschäft_b	Geschäft, Geschäftsgebäude	hässlich	•	•	•	•	•	Büro, Einkaufen, Nomen	2	a	3
5095	Geschmack	Geschmack, Vorliebe	(N.) Geschmack, Vorliebe$Verwendung im abstrakten Sinn: Wohnungseinrichtung, Kleider	•	•	•	•	•	Haushalt, Kleider, Nomen	1	a	3
276	geschwollen	geschwollen, anschwellen, Schwellung	(Adj.) geschwollen$(V.) anschwelle$(N.) Schwellung$Notiz: Modifikation = Ausführungsort	•	•	•	•	•	Medizin, Adj._Adv., Nomen, Verb	1	d	3
2910	Gesicht	Gesicht, Angesicht, Antlitz	(N.) Gesicht, Angesicht, Antlitz	•	•	•	•	•	Körper, Nomen	1	a	3
3492	Gespräch	Gespräch, Unterredung	(N.) Gespräch, Unterredung	•	•	•	•	•	Büro, Schule, Nomen	3	a	3
497	Gestell	Gestell, Tablar, Ablage	(N.) Gestell, Tablar, Ablage$z.B. Büchergestell	•	•	•	•	•	Büro, Haushalt, Nomen	2	c	3
2911	Gewürz	Gewürz, würzen	(N.) Gewürz$(V.) würzen, Gewürz streuen	•	•	•	•	•	Essen, Nomen, Verb	4	c	3
2909	glänzen_1	glänzen, glänzend	(V.) glänzen (Sache, Material)$(Adj.) glänzend$z.B.$- Es ist so sauber, es glänzt überall, blitzblank sauber.$z.B. Dieses Material glänzt ausserordentlich.		•	•		•	Material, Adj._Adv., Verb	3	b	3
5971	glänzen_2	glänzen, glänzend	(V.) glänzen (Sache, Material)$(Adj.) glänzend$z.B.$- Es ist so sauber, es glänzt überall, blitzblank sauber.$z.B. Dieses Material glänzt ausserordentlich.	•			•		Material, Adj._Adv., Verb	3	b	3
278	glatt	glatt, fein	(Adj.) glatt, fein (Beschreibung einer Oberfläche)$z.B. Boden, Wand, Möbel, Stoff etc.	•	•	•	•	•	Material, Adj._Adv.	1	a	3
4231	glücklich_a	glücklich, hocherfreut, selig	(Adj.) glücklich, hoch erfreut$(Adj.) selig	•	•	•	•	•	Charakter, Adj._Adv.	1	c	3
8989	glücklich_b	glücklich	(Adj.) glücklich (Ausstrahlung)	•		•	•		Charakter, Adj._Adv.	1	c	3
977	Gold	Gold, goldig, golden	(N.) Gold (Edelmetall)$(N.) Gold (Farbe)$(Adj.) goldig, golden	•	•	•	•	•	Geld, Kleider, Material, Adj._Adv., Nomen	1	b	3
5983	Gotte_1	Gotte, Götti	(N.) Gotte (Zürich Dialekt, auch Götti)					•	Beziehung, Nomen	1	d	3
5993	Gotte_2	Gotte	(N.) Gotte$Kombination: GOTTE+KIND (Gottenbub, Gottibub)	•					Beziehung, Nomen	1	d	3
6750	Gotte_3	Gotte, Götti	(N.) Gotte, Götti			•			Beziehung, Nomen	1	d	3
5950	Gotte_4	Gotte	(N.) Gotte		•				Beziehung, Nomen	1	d	3
4983	Gotte_5	Gotte	(N.) Gotte				•		Beziehung, Nomen	1	d	3
5914	Gottenbub_1	Gottenbub, Patenkind, Gottibub	(N.) Gottenbub, Patenkind, Gottibub				•	•	Beziehung, Nomen	1	d	3
6725	Gottenbub_2	Gottenbub, Patenkind, Gottibub	(N.) Gottenbub, Patenkind, Gottibub		•				Beziehung, Nomen	1	d	3
6752	Gottenbub_3	Gottenbub, Patenkind, Gottibub	(N.) Gottenbub, Patenkind, Gottibub			•			Beziehung, Nomen	1	d	3
5943	Götti_1	Götti	(N.) Götti			•	•		Beziehung, Nomen	1	d	3
5994	Götti_2	Götti	(N.) Götti	•					Beziehung, Nomen	1	d	3
6737	Götti_3	Götti	(N.) Götti		•				Beziehung, Nomen	1	d	3
3959	Gramm	Gramm	(N.) Gramm (Gewichtseinheit)	•	•	•	•	•	Nomen	4	c	3
1155	Griechenland_1	Griechenland	(N., Name) Griechenland (Land)$(Adj.) griechisch	•	•	•	•	•	Geografie, Name, Nomen	4	d	3
8413	Griechenland_2	Griechenland	(N., Name) Griechenland (Land)$(Adj.) griechisch	•					Geografie, Adj._Adv., Name, Nomen	4	d	3
5860	Griechenland_int	Griechenland	(N., Name) Griechenland (Land) (internationale Gebärde)	•	•	•	•	•	Geografie, Name, Nomen	4	d	3
1011	Grönland_int	Grönland	(N., Name) Grönland (auch internationale Gebärde)	•	•	•	•	•	Geografie, Name, Nomen	4	d	3
